,Company Name,Job Role,Salary,Job Decription,Required Exp,posted_date
700,UNIVERSAL HUNT,Relationship Manager,NA,Business Development New Client Acquisition Relationship Management Client EngagementExperience 1 to 2 Years Industry Advertising / Publishing / Events / PR / MR Functional Ar...,1 - 2 yrs,2020-10-19
701,UNIVERSAL HUNT,Draftsman,NA,Draftsman AutoCAD 2D 3D Autodesk InventorExperience 3 to 5 Years Industry Architecture / Interior Design Functional Area R&D / Engineering Design Job Responsibilities:  Co...,3 - 5 yrs,2020-10-19
702,UNIVERSAL HUNT,3 D Visualizer,NA,Experience 1 to 2 Years Industry Architecture / Interior Design Functional Area Architects / Interior Design / Naval Arch. Responsibilities and Duties  Construct Computer Aide...,1 - 2 yrs,2020-10-19
703,UNIVERSAL HUNT,Senior Manager - Wealth Management Services,NA,management nism wealth investment share market mutual fund client sorm senior managerExperience 3 to 6 Years Industry Financial Services / Banking / Broking / Forex / Investme...,3 - 6 yrs,2020-10-19
704,UNIVERSAL HUNT,Technical Architect,NA,"C# "" "" C  "" "" MFC"" "" WPF"" "" WCF"" "" VC  "" PRISM "" Enterprise Solutions"" "" Windows IOT"" "" and COM layer"" "" Azure Cloud."" MCPD "" MCSD"" "" MCSA ""Experience 10 to 15 Years Industry ...",10 - 13 yrs,2020-10-19
705,Flytxt Mobile Solutions Pvt Ltd,Senior Software Engineer-R&D,NA,Senior Software Engineer-R&D Qualification and Experience:B.Tech / M.Tech / M.E / MS / M.Sc in Computer ScienceQualification and Experience B.Tech / M.Tech / M.E / MS / M....,0 - 3 yrs,2020-10-19
706,Flytxt Mobile Solutions Pvt Ltd,Data Science Manager-R&D,NA,Data Science Manager-R&D Qualification and Experience:M.Tech / M.E / MS / M.Sc / Ph.D ; 2  YearsQualification and Experience M.Tech / M.E / MS / M.Sc / Ph.D in Computer Sc...,2 - 5 yrs,2020-10-19
707,Experion Technologies,Full Stack Developer,NA,Work Location: TrivandrumExperience: 2 to 6 YearsQualification: B-Tech / MCATechnical Skill Requirements:Professional software development experience with .NET Core and Angula...,2 - 6 yrs,2020-10-19
708,Experion Technologies,Full Stack Sr. Developer,NA,Job DescriptionLocation: TrivandrumExperience: 5 to 8 YearsQualification: B-Tech / MCATechnical Skill Requirements:Professional software development experience with .NET Core ...,5 - 8 yrs,2020-10-19
709,DOCTORS DOOR,TWO RADIOLOGIST FOR THE SAME HOSPITAL,NA,About the Job OverviewWANTED TWO RADIOLOGIST FOR THE SAME HOSPITAL TRIVANDRUMDesignation: CONSULTANT RADIOLOGISTQualification: MD/DNB/DMRDExperience: Fresher Or ExperiencedGen...,0 - 3 yrs,2020-10-19
710,DOCTORS DOOR,GYNECOLOGIST,NA,About the Job OverviewWANTED GYNECOLOGIST TO TRIVANDRUMDesignation :CONSULTANT GYNECOLOGISTQualification : Ms OBG/DGOExperience: Fresher Or ExperiencedGender: FEMALE ONLYLangu...,0 - 3 yrs,2020-10-19
711,DOCTORS DOOR,RADIOLOGIST,NA,About the Job OverviewWANTED RADIOLOGIST TO TRIVANDRUMDesignation: CONSULTANT RADIOLOGISTQualification: MD or DNB or DMRDExperience: Fresher Or ExperiencedGender: Male Or Fema...,0 - 3 yrs,2020-10-19
712,CONNECTING 2 WORK,Sales Executive,NA,Job Description We are looking for a competitive Field Sales Representative to develop sales strategies and attract new clients. The successful salesperson will source new sal...,0 - 3 yrs,2020-10-19
713,CONNECTING 2 WORK,Android Developer,NA,Job Description We are looking for Android Developer who possesses passion in developing mobile technologies & will work with our core team of talented engineers to design...,0 - 3 yrs,2020-10-19
714,18 steps consultants,Customer Care Executive,NA,"Customer Care Executive (Female) for a leading Construction Company in Trivandrum Position : Customer Care Executive (Female)Location : Trivandrum, KeralaExperience : Required...",3 - 6 yrs,2020-10-19
715,18 steps consultants,Structural Engineer,NA,"Structural Engineer for a leading Builder at Trivandrum Position : Structural EngineerLocation : Trivandrum, KeralaExperience : 4  years comprehensive structural engineering e...",4 - 7 yrs,2020-10-19
716,CSC services,Accountant,Rs 2.00 - 5.05 Lacs p.a.,"We are looking for an Accountant to manage all financial transactions, from fixed payments and variable expenses to bank deposits and budgets.ResponsibilitiesManage all accoun...",1 - 4 yrs,2020-10-19
717,NGA HR India Pvt Ltd,Specialist - Delivery Finance,NA,The Specialist IT-Finance role include FP&A activities combined with stakeholder management. The candidate should be well versed accounting standards including IFRS and US...,5 - 8 yrs,2020-10-19
718,TECHNOPARK TRIVANDRUM,React UI Web Full Stack Developer,NA,"Brief description :3  years of experience as a web application developerExcellent knowledge of JavaScript (ES6 )Strong knowledge on any one of the JS framework ( Angular, Reac...",3 - 6 yrs,2020-10-19
719,TECHNOPARK TRIVANDRUM,Full stack QA Engineer/Test Engineer,NA,"Brief description :Experience:2-5 YearsKKnowledge in functional, performance, automation testing and using Selenium or similar frameworks. 2  years of experience in automating...",2 - 5 yrs,2020-10-19
720,TECHNOPARK TRIVANDRUM,Sr. Full Stack Engineer,NA,"Brief description :Proficient in Java Spring Boot micro services architecture/developmentStrong in Web technologies (Java/J2EE/NodeJS,ReactJS/AngularJS,HTML,CSS)Restful Web Se...",0 - 3 yrs,2020-10-19
721,TECHNOPARK TRIVANDRUM,React Native Developer,NA,"React Native / Javascript or Java knowledge is mandatoryGood knowledge of software design, architecture and QA methods.Experience in JS frameworks like Angular, React, Vue.js ...",0 - 3 yrs,2020-10-19
722,JOY Trip,Part time job /  work from home,Rs 3.25 - 6.00 Lacs p.a.,The Work Is To Promote Worldwide Travel & Tourism With The Help Of Free Online Tools. The List Of Sites And Other Tools Will Be Provided By The Company. Just A Part-Time J...,0 - 3 yrs,2020-10-19
723,TFG Vacations India Pvt Ltd,Part Time Work / Home Based Work /  Online Promotion Work,Rs 3.40 - 6.20 Lacs p.a.,"Dear Candidates,Greetings!!! We Are Looking For Fresher/Experienced.Work Online for Tourism Promotion And Earn High Income. Complete Training Provided To All Active Members.We...",0 - 3 yrs,2020-10-19
724,S M Placement,Electrical/Electronics Engineer,Rs 2.60 - 9.30 Lacs p.a.,"B2B and Sales,Team Management,Area Sales Manager,Customer Relations,Product Analyst,Project Planning,Business Development,Product Management,luxury,Lead Generation,BTL,ATL,Jew...",1 - 6 yrs,2020-10-18
725,S M Placement,Project (Mechanical) Engineer,Rs 3.10 - 10.15 Lacs p.a.,Mechanical Project Engineer kindly send your resume for employment Mechanical Project Engineers have to possess a blend of technical and soft skills to succeed at their positi...,5 - 10 yrs,2020-10-18
726,UNIVERSAL HUNT,Civil Engineer/ Chemical Engineer,NA,"Full TimeAhmedabad,Gujarat,India  Delhi,India  Mumbai,Maharashtra,India  Thiruvananthapuram,Kerala,IndiaSkillsCHEMICAL ENGINEERING CIVIL ENGINEERING SALES TECHNICAL SALES CHEM...",1 - 3 yrs,2020-10-18
727,UNIVERSAL HUNT,Business Development officer,NA,"144,000 - 240,000 (PA)Full TimeThiruvananthapuram,Kerala,IndiaSkillsConfidence Perseverance.Patience.Excellent interpersonal skills.Commercial awareness.Experience 0 to 4 Year...",0 - 4 yrs,2020-10-18
728,UNIVERSAL HUNT,Sales Engineer,NA,Sales Engineering Sales Management CommunicationExperience 3 to 4 Years Industry Engineering / Infrastructure / Construction / EPC Functional Area Sales / Business Development...,3 - 4 yrs,2020-10-18
729,UNIVERSAL HUNT,Sales Engineer,NA,Sales Engineering Sales Management CommunicationExperience 3 to 4 Years Industry Engineering / Infrastructure / Construction / EPC Functional Area Sales / Business Development...,3 - 4 yrs,2020-10-18
730,UNIVERSAL HUNT,Unit Sales Manager( Corporate Agents & Brokers),NA,Channel Sales Channel Partners Dealer Network Training realestateExperience 1 to 2 Years Industry Insurance Functional Area Sales / Business Development / Client Servicing Hir...,1 - 2 yrs,2020-10-18
731,UNIVERSAL HUNT,Unit Sales Manager (Banca  KVB Relationship),NA,sales marketing development KVB relationshipExperience 2 to 5 Years Industry Insurance Functional Area Banking / Insurance Hiring Unit Sales Manager for Banca  KVB Relationshi...,2 - 5 yrs,2020-10-18
732,UNIVERSAL HUNT,F&B Production Staff,NA,South Indian Kitchen quality & consistency food preparation & presentationExperience 2 to 3 Years Industry Hotel / Restaurants Functional Area Hotels / Restaurant Mana...,2 - 3 yrs,2020-10-18
733,UNIVERSAL HUNT,Senior Software Engineer - Android,NA,"400,000 - 700,000 INR (PA)Full TimeThiruvananthapuram,Kerala,IndiaSkillsjava j2ee sql unix linux perl networking windows android software developmentExperience 1 to 2 Years In...",2 - 5 yrs,2020-10-18
734,UNIVERSAL HUNT,Siebel developers - Configuration,NA,"Not SpecifiedFull TimeBangalore,Karnataka,India  Thiruvananthapuram,Kerala,IndiaSkillsSiebel ConfigurationExperience 2 to 3 Years Industry IT - Software Services Functional Ar...",2 - 3 yrs,2020-10-18
735,UNIVERSAL HUNT,Steward/Service Staff,NA,"Not SpecifiedFull TimeThiruvananthapuram,Kerala,IndiaSkillsBeverage Service DeliveryExperience 1 to 2 Years Industry Hotel / Restaurants Functional Area Hotels / Restaurant Ma...",1 - 2 yrs,2020-10-18
736,UNIVERSAL HUNT,Dot Net Developer,NA,"Not SpecifiedFull TimeBangalore,Karnataka,India  Thiruvananthapuram,Kerala,IndiaSkillsASP.Net MS SQL Server Ajax ASP .Net Web Technologies Application DevelopmentExperience 3 ...",5 - 8 yrs,2020-10-18
737,UNIVERSAL HUNT,Sr Web Designer,NA,"Not SpecifiedFull TimeKochi,Kerala,India  Thiruvananthapuram,Kerala,IndiaSkillsHTML CSS Jquery Dreamweaver Adobe Photoshop Flash. ExperienceExperience 2 to 3 Years Industry IT...",2 - 3 yrs,2020-10-18
738,UNIVERSAL HUNT,Electrical Engineer,NA,"Not SpecifiedFull TimeThiruvananthapuram,Kerala,IndiaSkillsElectrical Engineer electrical incharge electrical engineer electrical officerExperience 1 to 2 Years Industry Engin...",1 - 2 yrs,2020-10-18
739,UNIVERSAL HUNT,Medical Transcriptionists,NA,"Not SpecifiedFull TimeThiruvananthapuram,Kerala,IndiaSkillsEditing Proof Reading Medical TranscriptionExperience 1 to 2 Years Industry ITES / BPO / KPO / Outsourcing Functiona...",1 - 2 yrs,2020-10-18
740,UNIVERSAL HUNT,Senior PHP Developer,NA,Software development Joomla Codignitor Magento knowledge vtiger crm sugar crm w3c compliance MVC architectureExperience 1 to 2 Years Industry IT - Software Services Functional...,1 - 2 yrs,2020-10-18
741,UNIVERSAL HUNT,SALES REPRESENTATIVE,NA,B2B Sales Process Market Research Market Research AnalyticsExperience 1 to 2 Years Industry Other Functional Area Sales / Business Development / Client Servicing REQUIRE 2 SAL...,1 - 2 yrs,2020-10-18
742,UNIVERSAL HUNT,ADMIN CUM ACCOUNTS,NA,Taxation Tally Office Administration InventoryExperience 1 to 2 Years Industry Other Functional Area HR / Admin / PM / IR / Training Looking for a male admin cum accounts pers...,1 - 2 yrs,2020-10-18
743,UNIVERSAL HUNT,Architect / fresher & experienced,NA,3 d visualizationsExperience 0 to 3 Years Industry Architecture / Interior Design Functional Area Architects / Interior Design / Naval Arch. Job Responsibilities:  Creating bl...,0 - 3 yrs,2020-10-18
744,UNIVERSAL HUNT,Female Account Manager,NA,Female Account US GAAP Confidentiality CoordinationExperience 1 to 2 Years Industry Accounting / Audit / Taxation Functional Area Accounting / Tax / Company Secretary / Audit ...,1 - 2 yrs,2020-10-18
745,UNIVERSAL HUNT,Client Accountant,NA,Management Accounting Skills Outsource client handlingExperience 1 to 6 Years Industry Accounting / Audit / Taxation Functional Area Accounting / Tax / Company Secretary / Aud...,1 - 6 yrs,2020-10-18
